gcid,gcid2,weight_mg,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_10_46_1,MeKO_10_46_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_08,ixr11,ixr1-1,model,MeKO_10_46_1    ,nodata,normal,normal,normal,AT5G05170,20.5
MeKO_10_47_1,MeKO_10_47_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_09,ixr11,ixr1-1,pred,nodata,MeKO_10_47_1    ,normal,normal,normal,AT5G05170,21.4
MeKO_10_48_1,MeKO_10_48_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,78_10,ixr11,ixr1-1,pred,nodata,MeKO_10_48_1    ,normal,normal,normal,AT5G05170,17.1
MeKO_10_49_1,MeKO_10_49_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_01,rsw11,rsw1-1,pred,nodata,MeKO_10_49_1    ,normal,normal,normal,AT4G32410,15.6
MeKO_10_50_1,MeKO_10_50_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_02,rsw11,rsw1-1,pred,nodata,MeKO_10_50_1    ,normal,normal,normal,AT4G32410,17.5
MeKO_10_51_1,MeKO_10_51_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_03,rsw11,rsw1-1,pred,nodata,MeKO_10_51_1    ,normal,normal,normal,AT4G32410,25.3
MeKO_10_52_1,MeKO_10_52_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_04,rsw11,rsw1-1,pred,nodata,MeKO_10_52_1    ,normal,normal,normal,AT4G32410,27.7
MeKO_10_53_1,MeKO_10_53_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_06,rsw11,rsw1-1,pred,nodata,MeKO_10_53_1    ,normal,normal,normal,AT4G32410,37.2
MeKO_10_54_1,MeKO_10_54_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_08,rsw11,rsw1-1,pred,nodata,MeKO_10_54_1    ,normal,normal,normal,AT4G32410,25.3
MeKO_10_56_1,MeKO_10_56_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,102_10,rsw11,rsw1-1,pred,nodata,MeKO_10_56_1    ,normal,normal,normal,AT4G32410,23
MeKO_10_57_1,MeKO_10_57_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_02,rsw31,rsw3-1,pred,nodata,MeKO_10_57_1    ,normal,normal,normal,AT5G63840,23.8
MeKO_10_58_1,MeKO_10_58_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_03,rsw31,rsw3-1,pred,nodata,MeKO_10_58_1    ,normal,normal,normal,AT5G63840,24.1
MeKO_10_59_1,MeKO_10_59_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_04,rsw31,rsw3-1,pred,nodata,MeKO_10_59_1    ,normal,normal,normal,AT5G63840,10.8
MeKO_10_60_1,MeKO_10_60_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_05,rsw31,rsw3-1,pred,nodata,MeKO_10_60_1    ,normal,normal,normal,AT5G63840,24.2
MeKO_10_61_1,MeKO_10_61_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_07,rsw31,rsw3-1,pred,nodata,MeKO_10_61_1    ,normal,normal,normal,AT5G63840,25
MeKO_10_62_1,MeKO_10_62_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_08,rsw31,rsw3-1,pred,nodata,MeKO_10_62_1    ,normal,normal,normal,AT5G63840,25.1
MeKO_10_63_1,MeKO_10_63_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_09,rsw31,rsw3-1,pred,MeKO_10_63_1    ,nodata,normal,normal,normal,AT5G63840,19.9
MeKO_10_64_1,MeKO_10_64_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,104_10,rsw31,rsw3-1,pred,nodata,MeKO_10_64_1    ,normal,normal,normal,AT5G63840,26.2
MeKO_10_65_1,MeKO_10_65_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_01,col0,col-0,pred,nodata,MeKO_10_65_1    ,normal,normal,normal,noinfo,45.9
MeKO_10_66_1,MeKO_10_66_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_02,col0,col-0,pred,nodata,MeKO_10_66_1    ,normal,normal,normal,noinfo,26.5
MeKO_10_67_1,MeKO_10_67_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_03,col0,col-0,pred,nodata,MeKO_10_67_1    ,normal,normal,normal,noinfo,41.5
MeKO_10_69_1,MeKO_10_69_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_06,col0,col-0,pred,nodata,MeKO_10_69_1    ,normal,normal,normal,noinfo,48.3
MeKO_10_70_1,MeKO_10_70_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_07,col0,col-0,pred,nodata,MeKO_10_70_1    ,normal,normal,normal,noinfo,39
MeKO_10_71_1,MeKO_10_71_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_08,col0,col-0,pred,nodata,MeKO_10_71_1    ,normal,normal,normal,noinfo,46.6
MeKO_10_72_1,MeKO_10_72_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_　lot2_09,col0,col-0,pred,nodata,MeKO_10_72_1    ,normal,normal,normal,noinfo,44.3
MeKO_10_73_1,MeKO_10_73_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_03,col0,col-0,pred,nodata,MeKO_10_73_1    ,normal,normal,normal,noinfo,28.8
MeKO_10_74_1,MeKO_10_74_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_04,col0,col-0,pred,nodata,MeKO_10_74_1    ,normal,normal,normal,noinfo,27.8
MeKO_10_75_1,MeKO_10_75_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_05,col0,col-0,pred,nodata,MeKO_10_75_1    ,normal,normal,normal,noinfo,26.9
MeKO_10_76_1,MeKO_10_76_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_06,col0,col-0,pred,nodata,MeKO_10_76_1    ,normal,normal,normal,noinfo,26.5
MeKO_10_77_1,MeKO_10_77_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_07,col0,col-0,pred,nodata,MeKO_10_77_1    ,normal,normal,normal,noinfo,27.8
MeKO_10_78_1,MeKO_10_78_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_08,col0,col-0,pred,nodata,MeKO_10_78_1    ,normal,normal,normal,noinfo,24.1
MeKO_10_80_1,MeKO_10_80_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col　_lot3_2_10,col0,col-0,pred,nodata,MeKO_10_80_1    ,normal,normal,normal,noinfo,26
MeKO_10_81_1,MeKO_10_81_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_01,col0,col-0,pred,nodata,MeKO_10_81_1    ,normal,normal,normal,noinfo,32.6
MeKO_10_82_1,MeKO_10_82_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_02,col0,col-0,pred,nodata,MeKO_10_82_1    ,normal,normal,normal,noinfo,21.6
MeKO_10_83_1,MeKO_10_83_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_04,col0,col-0,pred,nodata,MeKO_10_83_1    ,normal,normal,normal,noinfo,29.4
MeKO_10_84_1,MeKO_10_84_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_05,col0,col-0,pred,nodata,MeKO_10_84_1    ,normal,normal,normal,noinfo,25
MeKO_10_85_1,MeKO_10_85_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_06,col0,col-0,pred,nodata,MeKO_10_85_1    ,normal,normal,normal,noinfo,29.7
MeKO_10_86_1,MeKO_10_86_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_07,col0,col-0,pred,nodata,MeKO_10_86_1    ,normal,normal,normal,noinfo,26.5
MeKO_10_87_1,MeKO_10_87_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_05_10,col_Jun08_2_08,col0,col-0,pred,nodata,MeKO_10_87_1    ,normal,normal,normal,noinfo,24.1
MeKO_11_01_1,MeKO_11_01_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_2,sng11,sng1-1,pred,nodata,MeKO_11_01_1    ,normal,normal,normal,AT2G22990,35.4
MeKO_11_02_1,MeKO_11_02_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_3,sng11,sng1-1,pred,nodata,MeKO_11_02_1    ,normal,normal,normal,AT2G22990,24.3
MeKO_11_03_1,MeKO_11_03_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_4,sng11,sng1-1,model,MeKO_11_03_1    ,nodata,normal,normal,normal,AT2G22990,22.9
MeKO_11_04_1,MeKO_11_04_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_5,sng11,sng1-1,pred,nodata,MeKO_11_04_1    ,normal,normal,normal,AT2G22990,20.9
MeKO_11_05_1,MeKO_11_05_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_7,sng11,sng1-1,pred,nodata,MeKO_11_05_1    ,normal,normal,normal,AT2G22990,24.2
MeKO_11_06_1,MeKO_11_06_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_8,sng11,sng1-1,pred,nodata,MeKO_11_06_1    ,normal,normal,normal,AT2G22990,12.5
MeKO_11_07_1,MeKO_11_07_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_9,sng11,sng1-1,pred,nodata,MeKO_11_07_1    ,normal,normal,normal,AT2G22990,26.1
MeKO_11_08_1,MeKO_11_08_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,38_10,sng11,sng1-1,pred,nodata,MeKO_11_08_1    ,normal,normal,normal,AT2G22990,26.8
MeKO_11_09_1,MeKO_11_09_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_1,aba16,aba1-6,pred,nodata,MeKO_11_09_1    ,normal,corrugated,normal,AT5G67030,16
MeKO_11_10_1,MeKO_11_10_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_3,aba16,aba1-6,pred,nodata,MeKO_11_10_1    ,normal,corrugated,normal,AT5G67030,23.4
MeKO_11_11_1,MeKO_11_11_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_4,aba16,aba1-6,pred,nodata,MeKO_11_11_1    ,normal,corrugated,normal,AT5G67030,20.1
MeKO_11_12_1,MeKO_11_12_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_5,aba16,aba1-6,pred,nodata,MeKO_11_12_1    ,normal,corrugated,normal,AT5G67030,14
MeKO_11_13_1,MeKO_11_13_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_6,aba16,aba1-6,pred,nodata,MeKO_11_13_1    ,normal,corrugated,normal,AT5G67030,27.2
MeKO_11_14_1,MeKO_11_14_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_7,aba16,aba1-6,pred,nodata,MeKO_11_14_1    ,normal,corrugated,normal,AT5G67030,20.3
MeKO_11_15_1,MeKO_11_15_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_8,aba16,aba1-6,pred,nodata,MeKO_11_15_1    ,normal,corrugated,normal,AT5G67030,17.4
MeKO_11_16_1,MeKO_11_16_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,42_10,aba16,aba1-6,pred,nodata,MeKO_11_16_1    ,normal,corrugated,normal,AT5G67030,20.3
MeKO_11_17_1,MeKO_11_17_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_1,pad31,pad3-1,pred,nodata,MeKO_11_17_1    ,normal,normal,normal,AT3G26830,23.4
MeKO_11_18_1,MeKO_11_18_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_2,pad31,pad3-1,pred,nodata,MeKO_11_18_1    ,normal,normal,normal,AT3G26830,32.1
MeKO_11_19_1,MeKO_11_19_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_4,pad31,pad3-1,pred,nodata,MeKO_11_19_1    ,normal,normal,normal,AT3G26830,29.3
MeKO_11_20_1,MeKO_11_20_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_5,pad31,pad3-1,pred,nodata,MeKO_11_20_1    ,normal,normal,normal,AT3G26830,20.7
MeKO_11_21_1,MeKO_11_21_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_6,pad31,pad3-1,pred,nodata,MeKO_11_21_1    ,normal,normal,normal,AT3G26830,25.6
MeKO_11_22_1,MeKO_11_22_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_7,pad31,pad3-1,pred,nodata,MeKO_11_22_1    ,normal,normal,normal,AT3G26830,24.7
MeKO_11_23_1,MeKO_11_23_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_8,pad31,pad3-1,pred,nodata,MeKO_11_23_1    ,normal,normal,normal,AT3G26830,26.6
MeKO_11_24_1,MeKO_11_24_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,45_9,pad31,pad3-1,pred,nodata,MeKO_11_24_1    ,normal,normal,normal,AT3G26830,28
MeKO_11_25_1,MeKO_11_25_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_1,amt11,amt1-1,pred,nodata,MeKO_11_25_1    ,normal,normal,normal,AT4G13510,22
MeKO_11_26_1,MeKO_11_26_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_2,amt11,amt1-1,pred,nodata,MeKO_11_26_1    ,normal,normal,normal,AT4G13510,23.6
MeKO_11_27_1,MeKO_11_27_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_3,amt11,amt1-1,pred,nodata,MeKO_11_27_1    ,normal,normal,normal,AT4G13510,31.6
MeKO_11_28_1,MeKO_11_28_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_5,amt11,amt1-1,pred,nodata,MeKO_11_28_1    ,normal,normal,normal,AT4G13510,29.7
MeKO_11_29_1,MeKO_11_29_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_6,amt11,amt1-1,pred,nodata,MeKO_11_29_1    ,normal,normal,normal,AT4G13510,28.1
MeKO_11_30_1,MeKO_11_30_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_8,amt11,amt1-1,pred,nodata,MeKO_11_30_1    ,normal,normal,normal,AT4G13510,21.4
MeKO_11_31_1,MeKO_11_31_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_9,amt11,amt1-1,pred,nodata,MeKO_11_31_1    ,normal,normal,normal,AT4G13510,24.2
MeKO_11_32_1,MeKO_11_32_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,75_10,amt11,amt1-1,pred,nodata,MeKO_11_32_1    ,normal,normal,normal,AT4G13510,26.9
MeKO_11_33_1,MeKO_11_33_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_1,col0,col-0,pred,nodata,MeKO_11_33_1    ,normal,normal,normal,noinfo,32.3
MeKO_11_34_1,MeKO_11_34_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_3,col0,col-0,pred,nodata,MeKO_11_34_1    ,normal,normal,normal,noinfo,17
MeKO_11_35_1,MeKO_11_35_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_4,col0,col-0,pred,nodata,MeKO_11_35_1    ,normal,normal,normal,noinfo,24.4
MeKO_11_36_1,MeKO_11_36_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_5,col0,col-0,pred,nodata,MeKO_11_36_1    ,normal,normal,normal,noinfo,19.5
MeKO_11_37_1,MeKO_11_37_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_6,col0,col-0,pred,nodata,MeKO_11_37_1    ,normal,normal,normal,noinfo,18.2
MeKO_11_38_1,MeKO_11_38_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_7,col0,col-0,pred,nodata,MeKO_11_38_1    ,normal,normal,normal,noinfo,30.7
MeKO_11_39_1,MeKO_11_39_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_8,col0,col-0,model,MeKO_11_39_1    ,nodata,normal,normal,normal,noinfo,38.8
MeKO_11_40_1,MeKO_11_40_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col _Sep 06_10,col0,col-0,pred,nodata,MeKO_11_40_1    ,normal,normal,normal,noinfo,26.1
MeKO_11_41_1,MeKO_11_41_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_1,col0,col-0,pred,nodata,MeKO_11_41_1    ,normal,normal,normal,noinfo,26.2
MeKO_11_42_1,MeKO_11_42_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_2,col0,col-0,pred,nodata,MeKO_11_42_1    ,normal,normal,normal,noinfo,23.7
MeKO_11_43_1,MeKO_11_43_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_3,col0,col-0,model,MeKO_11_43_1    ,nodata,normal,normal,normal,noinfo,23.1
MeKO_11_44_1,MeKO_11_44_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_4,col0,col-0,pred,nodata,MeKO_11_44_1    ,normal,normal,normal,noinfo,20.2
MeKO_11_45_1,MeKO_11_45_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_6,col0,col-0,pred,nodata,MeKO_11_45_1    ,normal,normal,normal,noinfo,23.2
MeKO_11_46_1,MeKO_11_46_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_7,col0,col-0,pred,nodata,MeKO_11_46_1    ,normal,normal,normal,noinfo,23.8
MeKO_11_47_1,MeKO_11_47_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_8,col0,col-0,pred,nodata,MeKO_11_47_1    ,normal,normal,normal,noinfo,24.9
MeKO_11_48_1,MeKO_11_48_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_Jun08_10,col0,col-0,pred,nodata,MeKO_11_48_1    ,normal,normal,normal,noinfo,22.2
MeKO_12_01_1,MeKO_12_01_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_1,fah12,fah1-2,pred,nodata,MeKO_12_01_1    ,normal,big,normal,AT4G36220,30.8
MeKO_12_02_1,MeKO_12_02_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_2,fah12,fah1-2,pred,nodata,MeKO_12_02_1    ,normal,big,normal,AT4G36220,16.2
MeKO_12_03_1,MeKO_12_03_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_3,fah12,fah1-2,pred,nodata,MeKO_12_03_1    ,normal,big,normal,AT4G36220,19.4
MeKO_12_04_1,MeKO_12_04_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_5,fah12,fah1-2,pred,nodata,MeKO_12_04_1    ,normal,big,normal,AT4G36220,41.5
MeKO_12_05_1,MeKO_12_05_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_6,fah12,fah1-2,pred,nodata,MeKO_12_05_1    ,normal,big,normal,AT4G36220,22.5
MeKO_12_06_1,MeKO_12_06_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_7,fah12,fah1-2,pred,nodata,MeKO_12_06_1    ,normal,big,normal,AT4G36220,40.3
MeKO_12_07_1,MeKO_12_07_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_8,fah12,fah1-2,model,MeKO_12_07_1    ,nodata,normal,big,normal,AT4G36220,24.5
MeKO_12_08_1,MeKO_12_08_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,76_9,fah12,fah1-2,pred,nodata,MeKO_12_08_1    ,normal,big,normal,AT4G36220,35.4
MeKO_12_09_1,MeKO_12_09_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_1,vtc11,vtc1-1,pred,nodata,MeKO_12_09_1    ,palegreen,small,short,AT2G39770,9.7
MeKO_12_10_1,MeKO_12_10_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_2,vtc11,vtc1-1,pred,nodata,MeKO_12_10_1    ,palegreen,small,short,AT2G39770,14
MeKO_12_11_1,MeKO_12_11_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_3,vtc11,vtc1-1,pred,nodata,MeKO_12_11_1    ,palegreen,small,short,AT2G39770,13.2
MeKO_12_12_1,MeKO_12_12_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_5,vtc11,vtc1-1,model,MeKO_12_13_1    ,nodata,palegreen,small,short,AT2G39770,9
MeKO_12_13_1,MeKO_12_13_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_6,vtc11,vtc1-1,pred,nodata,MeKO_12_12_1    ,palegreen,small,short,AT2G39770,11.1
MeKO_12_14_1,MeKO_12_14_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_8,vtc11,vtc1-1,pred,nodata,MeKO_12_14_1    ,palegreen,small,short,AT2G39770,12
MeKO_12_15_1,MeKO_12_15_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_9,vtc11,vtc1-1,pred,nodata,MeKO_12_15_1    ,palegreen,small,short,AT2G39770,15.7
MeKO_12_16_1,MeKO_12_16_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,131_10,vtc11,vtc1-1,pred,nodata,MeKO_12_16_1    ,palegreen,small,short,AT2G39770,11.9
MeKO_12_17_1,MeKO_12_17_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_1,mur111,mur11-1,pred,nodata,MeKO_12_17_1    ,normal,normal,normal,noinfo,13.2
MeKO_12_18_1,MeKO_12_18_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_3,mur111,mur11-1,pred,nodata,MeKO_12_18_1    ,normal,normal,normal,noinfo,21
MeKO_12_19_1,MeKO_12_19_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_4,mur111,mur11-1,pred,nodata,MeKO_12_19_1    ,normal,normal,normal,noinfo,14.3
MeKO_12_20_1,MeKO_12_20_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_5,mur111,mur11-1,pred,nodata,MeKO_12_20_1    ,normal,normal,normal,noinfo,23.1
MeKO_12_21_1,MeKO_12_21_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_7,mur111,mur11-1,pred,nodata,MeKO_12_21_1    ,normal,normal,normal,noinfo,14.8
MeKO_12_22_1,MeKO_12_22_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_8,mur111,mur11-1,pred,nodata,MeKO_12_22_1    ,normal,normal,normal,noinfo,19.9
MeKO_12_23_1,MeKO_12_23_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_9,mur111,mur11-1,pred,nodata,MeKO_12_23_1    ,normal,normal,normal,noinfo,10.7
MeKO_12_24_1,MeKO_12_24_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_10,mur111,mur11-1,model,MeKO_12_24_1    ,nodata,normal,normal,normal,noinfo,9.4
MeKO_12_25_1,MeKO_12_25_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_1,col0,col-0,pred,nodata,MeKO_12_25_1    ,normal,normal,normal,noinfo,43.8
MeKO_12_26_1,MeKO_12_26_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_2,col0,col-0,pred,nodata,MeKO_12_26_1    ,normal,normal,normal,noinfo,17.4
MeKO_12_27_1,MeKO_12_27_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_4,col0,col-0,pred,nodata,MeKO_12_27_1    ,normal,normal,normal,noinfo,40.7
MeKO_12_28_1,MeKO_12_28_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_5,col0,col-0,pred,nodata,MeKO_12_28_1    ,normal,normal,normal,noinfo,27.1
MeKO_12_29_1,MeKO_12_29_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_6,col0,col-0,pred,nodata,MeKO_12_29_1    ,normal,normal,normal,noinfo,46.4
MeKO_12_30_1,MeKO_12_30_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_8,col0,col-0,pred,nodata,MeKO_12_30_1    ,normal,normal,normal,noinfo,31.3
MeKO_12_31_1,MeKO_12_31_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_10,col0,col-0,pred,nodata,MeKO_12_31_1    ,normal,normal,normal,noinfo,13.4
MeKO_12_32_1,MeKO_12_32_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_1,col0,col-0,pred,nodata,MeKO_12_32_1    ,normal,normal,normal,noinfo,29.6
MeKO_12_33_1,MeKO_12_33_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_3,col0,col-0,pred,nodata,MeKO_12_33_1    ,normal,normal,normal,noinfo,28.6
